duplicate_area_id,survivor_area_id,duplicate_name,survivor_name,survivor_display_name,survivor_new_parent_area_id,evidence,source_url
333,2989,Mi?ja pe?,Misja Pec,,,"Mi?ja pe? is an encoding corruption of Slovenia Misja Pec, with route overlap.",https://www.mountainproject.com/area/116711128/misja-pec
1812,5435,Cova Soleida,Cova Soleiada,,,Cova Soleida matches Margalef Cova Soleiada; two sport routes overlap.,
837,5445,Raco de les tenebres,El Racó de Les Tenebres,,,Raco de les tenebres matches Margalef El Racó de Les Tenebres; two routes overlap.,
312,2160,Borzęta,Borzeta,,,Borzęta/Borzeta spelling variants share an original route.,
922,3473,Cataract Gorge,Cataract Gorge,,,Cataract Gorge is the same Tasmanian geographic climbing area.,
857,2945,Extauri,Etxauri,,,Extauri is a typo for Spanish Etxauri with matching route.,
1582,2582,Finale ligure,Finale,,,Finale ligure is the same Italian Finale climbing region with matching route.,
539,2212,Gorges du Blavet,Blavet,,,Gorges du Blavet matches known French Blavet with a rare route.,
273,2571,Nordland,Norland,Nordland,,Nordland/Norland are spelling variants of one Norwegian region; matching route.,
1910,3047,Radegund,St. Radegund,,,Radegund and St. Radegund are one Austrian place with route overlap.,
1624,3184,Rocher de la Nausée,Nausée,,,Rocher de la Nausée and Nausée are the same Belgian crag with route overlap.,
827,2237,Sallières,Salières,,,Sallières/Salières spelling variants share a French route.,
482,3170,Sněník,Sněžník,,,Sněžník encoding variant matches the Czech geographic area and route.,
398,5471,Tijuana,Tijuana,,,Tijuana original matches Mallorca Tijuana with rare route overlap.,
1418,3381,Why Creek,Wye Creek,,,Why Creek is a spelling variant of New Zealand Wye Creek with route overlap.,
1487,4396,Lone Pine Creek Canyon,Lorimer Park,,,All three Lone Pine Creek Canyon routes are Lorimer Park PA routes; name is misleading.,https://epaclimbers.org/wp-content/uploads/Lorimer-Park-Bouldering.pdf
401,4474,devils head,Devil's Head,,,Unknown devils head routes match Devil’s Head Colorado source descendants.,
531,7406,Crystal Wall,Crystal Wall,,,Three original Crystal Wall routes match imported climbs at Poudre Canyon Crystal Wall.,
915,4528,Minnehaha,Minnehaha,,,Minnehaha original routes match the geographic Minnehaha area.,
376,4119,Mission Gorge,Mission Gorge,,,Mission Gorge original routes match imported geographic Mission Gorge routes.,
422,7436,lumpy ridge,Lumpy Ridge,,,"lumpy ridge is the existing Estes Park Lumpy Ridge region, retaining 34 child crags.",
556,4786,Rocks State Park,Rocks State Park,,,Rocks State Park is the same Maryland geographic park.,
1945,6813,herring cove boulders,Herring Cove,,,Herring Cove Boulders is an activity facet of original Herring Cove; preserve all route IDs.,
499,4473,The Fortress,Fortress of Solitude,,,"Lois Lame and Daily Planet identify Colorado Main Elk Fortress of Solitude, not Rocklands Fortress.",https://www.coloradomountaineering.com/2011/09/area-profile-main-elk-canyon-flat-tops.html
1013,4252,St-George,St. George,,,Emergency Exit identifies Utah St. George/Chuckawalla; Swiss St George is distinct.,https://www.8a.nu/crags/sportclimbing/united-states/st-george-utah/routes?page=4
938,4282,BCC,Big Cottonwood,,,BCC abbreviates Utah Big Cottonwood Canyon; five rare original routes overlap.,
1372,4043,Malibu Canyon,Malibu Creek,,,All Malibu Canyon routes match Malibu Creek California.,
1336,4221,real,Rasta Farm,,,Unknown real is Rasta Farm based on three rare sport route overlaps.,
1627,6639,"La Bleue, Mt. Condor",La Bleue,,,La Bleue Mt Condor matches geographic Val-David La Bleue with two exact routes.,
218,4389,Mt Gretna,Gretna,,,Mt Gretna matches geographic Gretna with multiple boulder route overlaps.,
1931,26550,The HideOut,"Hideout Wall, The",,,The HideOut matches Wyoming Hideout Wall with all three original routes.,
894,4131,Devil's Punchbowl,Devils Punchbowl,,,Devil’s Punchbowl Unknown matches California Devils Punchbowl with five route overlaps.,
367,6255,Hall siding,Hall Siding,,,Hall siding matches West Kootenay Hall Siding; both routes overlap.,
390,4301,The Scar,The Scar,,,The Scar Unknown matches Potash Road The Scar with route overlap.,
1369,4054,Riveside Quarry,Riverside Quarry,,,Riveside Quarry is a typo for Riverside Quarry with matching routes.,
413,3986,Lincoln Lake,Lake Lincoln,,,Lincoln Lake is the geographic Lake Lincoln area; specific North Side remains a child.,
449,16098,South Platte,South Platte,,,South Platte Unknown is the broad Colorado South Platte region; Thunder Ridge remains a distinct child.,
538,4454,Matthew Winters,Matthews Winters Park,,,Matthew Winters Unknown is Matthews Winters Park; its Hill Side and Millennium boulder routes remain for specific climb placement.,https://www.mountainproject.com/area/105746206/the-millenium-boulder
216,24366,Nolan River,Nolan River,,,Nolan River Unknown is the broad geographic Nolan River; specific walls remain children.,
332,20748,Upper East Fork,Upper East Fork (UEF),,,Upper East Fork Unknown is the broad geographic Upper East Fork; Monster Wall remains a child.,
1219,4264,"Ibex, UT",Ibex,,,Ibex UT is the geographic Ibex climbing area with three route overlaps.,
1181,25065,Bunker Creek,Bunker Creek,,,Bunker Creek Unknown routes identify geographic Bunker Creek; other original climbs remain for route placement review.,
432,13105,Williamson,Williamson Rock,,,Williamson Unknown is the geographic Williamson Rock area with route overlap.,
1524,26620,Fremont Canyon,Fremont Canyon,,,Fremont Canyon Unknown is the broad geographic Fremont Canyon; overlaps span multiple specific child walls.,
286,7223,Broken Tooth,Broken Tooth,,,Broken Tooth original matches Indian Creek Broken Tooth with Rock Lobster grade/name evidence.,
433,7403,Deer creek Canyon,Deer Creek Canyon,,,Deer Creek Canyon original matches Morrison Deer Creek Canyon with rare route overlap.,
1611,4258,Black&Tan,Black and Tan,,,Black&Tan original matches Utah Black and Tan; Shades of Grey/Gray spelling variant corroborates.,
1720,358,Cula Del Gato,Culo Del Gato,,,Cula Del Gato is an alias of Culo Del Gato; Carlito’s Way is documented at the same crag.,https://www.thecrag.com/en/climbing/mexico/culo-del-gato/area/785555790
15294,546,Pup Tent of Solitude,Pup Tent of Solitude,,15292,Nine rare route overlaps identify imported Main Elk Pup Tent of Solitude with original area; retain original ID under source geographic parent.,https://www.mountainproject.com/area/106947989/pup-tent-of-solitude
12655,256,Owl Tor,Owl Tor,,12648,Six route overlaps identify imported Owl Tor with original Unknown Owl Tor; retain original area ID under Silly Rock.,
11745,1139,Griffin Falls,Griffin Falls,,94,Five routes identify imported Griffin Falls with original Unknown Griffin Falls; retain original ID under Alabama.,
13779,943,Looking Wall,Looking wall,,13766,Four Looking Wall routes identify the imported Mammoth crag with original Unknown Looking wall.,
17770,1726,Wild Iowa Wall,Wild Iowa,Wild Iowa Wall,17753,Four Wild Iowa routes identify imported Pictured Rocks Wild Iowa Wall with original Unknown Wild Iowa.,
15809,954,Haus Rock,haus rock,Haus Rock,15806,All four haus rock routes match imported Colorado Haus Rock.,
12666,983,Wheeler Gorge,wheeler gorge,Wheeler Gorge,12657,Four wheeler gorge routes match imported California Wheeler Gorge.,
24958,1756,Mars,Mars,,24952,Three Mars routes match imported Utah Potash Road Mars.,
12646,1193,Mystery Science Theater,mystery science theatre,Mystery Science Theater,12643,Three mystery science theatre routes match imported California Mystery Science Theater.,
13432,4137,Mount Woodson,Mt. Woodson,,13417,Original Mt. Woodson and imported Mount Woodson are the same San Diego area; retain original ID and source parent.,
13552,4126,Mount St. Helena,Mt. St. Helena,,13550,Original Mt. St. Helena and imported Wine Country Mount St. Helena are one area; retain original ID and detailed child.,
11863,1821,Smith Mountain,Smith Mountain,,94,Imported Alabama Smith Mountain and original Unknown Smith Mountain are one site; retain original ID and eight source child areas.,https://www.mountainproject.com/area/109964570/big-boss-man-wall
1234,4137,Mt Woodson,Mt. Woodson,Mount Woodson,,Unknown Mt Woodson route records join the geographic San Diego Mount Woodson after generated branch is folded.,
1363,4126,Mt St Helena,Mt. St. Helena,Mount St. Helena,,Unknown Mt St Helena routes join original Wine Country Mount St Helena after generated branch is folded.,
206,5742,dihedral boulders,Dihedral Boulders,,,"Like a Squirrel identifies Rocklands Dihedral Boulders, not generic Dihedrals elsewhere.",https://www.8a.nu/crags/bouldering/south-africa/dihedral-boulders/routes
1061,3286,Baslow Edge,Baslow Edge,,,Baslow Edge route Poppers locates original at UK Baslow Edge.,
1719,3455,Ben Lomond,Ben Lomond,,,Ben Lomond Land of the Midnight Sun is a Tasmanian crag route.,https://thesarvo.com.au/confluence/plugins/viewsource/viewpagesrc.action?pageId=391839778
1307,3092,Dschungelbuch,Dschungelbuch,,,Dschungelbuch original route is listed at Innsbruck Dschungelbuch.,https://www.climbers-paradise.com/kletterregionen/region-innsbruck/sportklettern/location/martinswand-dschungelbuch/
872,5680,Cedar Creek,Cedar Creek,,,Cedar Creek Queensland local guide places Graffiti Cave/Crack at this site.,https://www.thecrag.com/it/arrampicata/australia/queensland/cedar-creek
249,3400,White Falls,White Falls,,,White Falls original and geographic NZ White Falls are the same multilevel crag.,https://climbnz.org.nz/nz/ni/tongariro/white-falls/upper-tier
271,3413,Queenstown,Queenstown,,,Queenstown original Haggis Burger is documented at geographic Queenstown.,https://www.thecrag.com/en/climbing/new-zealand/queenstown/arawata-terrace/area/12441025
1934,2691,BohuslÃ¤n,Bohuslän,,,BohuslÃ¤n is an encoding variant of Swedish Bohuslän.,
402,2922,Collegats,Collegats,,,Collegats original is the known Spanish Collegats climbing area.,
230,2185,Ciezkowice,Ciężkowice,,,Ciezkowice/Ciężkowice are the same Polish area; Nad drogą retains more specific child climbs.,
838,2312,Gorges du Destel,Gorges Du Destel,,,Gorges du Destel original is the known French Gorges du Destel.,
1136,3417,Jane Fonda Workout Wall,Jane Fonda Workout Wall,,,Jane Fonda Workout Wall is the same named New Zealand crag with source route corroboration.,https://climbnz.org.nz/nz/si/port-hills/jane-fonda-workout-wall/wacking-wendy
720,5621,Kräkiniemi,Kräkiniemi,,,Kräkiniemi original has local route names matching known Finland area.,https://kustaviderby.fi/wp-content/uploads/2019/03/Kisaesite.pdf
1094,5271,Lysingsbadet,Lysingsbadet,,,Lysingsbadet original route titles match the Swedish local topo.,https://thetopo.com/crags/lysingsbadet/routelist/mainbloc
1392,5091,Maunoury,Maunoury,,,Maunoury is the same Fontainebleau area.,
1491,3265,Nesscliffe,Nesscliffe,,,Nesscliffe is the same UK climbing area.,
1084,2143,Pełcznica,Pełcznica,,,Pełcznica original routes belong to known Polish Pełcznica.,https://27crags.com/crags/pelcznica/routelist/pelcznica
767,2306,lans en vercors,Lans-en-Vercors,,,lans en vercors is the known French Lans-en-Vercors.,
1270,2151,Wawóz Ostryszni,Wąwóz Ostryszni,,,Wawóz Ostryszni is the same named Polish gorge.,
347,2112,Wąwóz Półrzeczki,Wąwóz Półrzeczki,,,Wąwóz Półrzeczki is the same named Polish gorge.,
1619,5627,El Chaltén,El Chalten,,,El Chaltén is the geographic Patagonia El Chaltén climbing area.,
279,1973,Koh Yao Noi,Koh Yao Noi,,,Koh Yao Noi is the same Thailand island climbing area; The Mitt stays a specific child.,
1016,3380,Payne's Ford,Paynes Ford,,,Payne’s Ford is the New Zealand Paynes Ford crag; distinct sit starts stay distinct.,
1691,5463,Cala Magraner,Cala Magraner,,,Cala Magraner original is the same Mallorca coastal crag.,
1744,5690,Magnetic Island,Magnetic Island,,,Magnetic Island original belongs to known Queensland Magnetic Island.,
836,2000,Mizugaki,Mizugaki,,,Mizugaki original belongs to known Japanese Mizugaki.,
1027,2327,Saint-Jeannet,Saint Jeannet,,,Saint-Jeannet original is the known French Saint-Jeannet area.,
364,2109,Stokowka,Stokówka,,,Stokowka is an orthographic variant of Polish Stokówka.,
615,2662,oltrefinale,Oltre Finale,,,oltrefinale is Oltre Finale in Italy.,
334,4105,tick rock,Tick Rock,,,Perro DeLaGuerro locates original tick rock at California Tick Rock.,https://www.nps.gov/samo/planyourvisit/climbingsites.htm?fullweb=1
226,4581,Seward Highway,Seward Highway,,,Seward Highway original routes match two separate child walls of broad Alaska Seward Highway.,
253,219,Prze³om Bia³ki,Przełom Białki,,,Prze³om Bia³ki is an encoding variant of the same gorge; Kramnica remains its separate child.,https://www.ugnowytarg.pl/strefa-turysty/turystyka/przyroda/przelom-bialki-rezerwat-przyrody
220,3345,Bocaina,Serra da Bocaina,,,Bocaina routes belong to Serra da Bocaina near Araxá; preserve specific mountain area.,https://minasgerais.com.br/pt/atracoes/araxa/serra-da-bocaina
754,2183,Zielona Góra,Zielona Góra,,2131,Zielona Góra boulder and sport facets are one Polish reserve; reparent known sector beneath Kusięta.,https://wspinanie.pl/2017/07/zielona-pierzchniak-zielona-gora-topo/
4930,13386,Visions Wall,Visions Wall,,,Visions Wall beneath unanchored Trinity Aretes duplicates known Trinity Arêtes Visions Wall.,
361,13379,Trinity Aretes,Trinity Arêtes,,,Trinity Aretes and geographic Trinity Arêtes are one California region after overlapping child Visions Wall is consolidated.,https://www.mountainproject.com/climbing-near-me/big-lagoon-ca
363,1194,Cedar Slide,Cedar Slide Area,Cedar Slide,,Cedar Slide and Cedar Slide Area are one bouldering sector; retain larger original ID and source-supported specific place.,https://www.mountainproject.com/area/105974172/cedar-canyon
871,2703,Prästuttervik,Bistaberget,,,Präst Uttervik access-road locality and Bistaberget are one Swedish crag with Valium and Anarkisten overlaps.,https://linkopingsklatterklubb.se/tl_files/forare/bistaberget-v1.0.0-2011-09-05.pdf
765,7709,Practice Rock,Practice Rock,,,Strawberry Crack and Rosebush Crack place Unknown Practice Rock in Montana Hyalite Canyon Practice Rock.,https://www.mountainproject.com/route/106370711/strawberry-crack
16924,1318,Lost Wall,Lost Wall,,95,"Five original Lost Wall route names identify Georgia Lost Wall; imported branch is same area, not Montana Lost Wall.",https://www.mountainproject.com/area/105900335/lost-wall
649,287,Carcass,Carcass Crag,,,Who’s Your Daddy at Unknown Carcass matches Bolton Carcass Crag by name/type/near grade.,https://www.mountainproject.com/area/106083744/bolton-area
25316,287,Carcass Crag,Carcass Crag,,4406,"Progress, Two Pitch Route and Who’s Your Daddy identify Unknown Carcass Crag with imported Bolton Carcass Crag; Big Boss boulder remains a climb-placement review.",https://www.mountainproject.com/area/106083744/bolton-area
634,20962,Pilar Boulders,Pilar Area,,,Pilar Boulders is an activity grouping under Pilar Area; C3PO and Surf Report stay named physical children.,https://www.mountainproject.com/area/106803637/surf-report-boulder
236,11337,Pinnacle,Mont Pinacle,,,Unknown Pinnacle is an alias of Mont Pinacle; Camay moves to the specific Le grand dièdre wall after source UUID review.,https://fqme.qc.ca/wp-content/uploads/2018/09/Pinacle-rocher-TOPO-1.pdf
635,3391,The Lab,Little Babylon,,,The Lab routes are Little Babylon routes; NZAC guide has no separate Lab sector.,https://alpineclub.org.nz/sites/default/files/2022-01/Darrans_Cleddau_Valley_24.01.22.pdf
12615,411,Mt. Magazine Proper,Mt Magazine,Mt. Magazine Proper,12612,All four original Mt Magazine routes match the specific State Park Proper crag.,https://www.mountainproject.com/area/105922036/mount-magazine-state-park
19100,1397,Swede's Forest Boulders,Swede's Forest,Swede's Forest,127,Swede’s Forest is the broad bouldering place spanning Dead Leaves and Skink sectors.,https://www.mountainproject.com/climbing-near-me/clara-city-mn
25182,1817,Causey Reservoir,Causey,Causey Reservoir,25179,All three Causey original routes match source Causey Reservoir; preserve original ID.,
13107,338,Corona Del Mar,Corona del mar,Corona del Mar,13106,Original Corona del mar and source Corona Del Mar are one beach area; preserve distinct sit/roof routes.,https://www.mountainproject.com/area/114521983/corona-del-mar
19013,1384,Ely's Peak,Ely's Peak,Ely's Peak,19009,Original Ely’s Peak boulders and source Ely’s Peak roped sector are one Duluth place.,https://www.outdooractive.com/mobile/en/climbingspot/sector/ely-s-peak-bouldering/225942686/
19696,455,Mill Creek,Mill Creek - Absaroka,Mill Creek,4751,Mill Creek - Absaroka and source Paradise Valley Mill Creek are one Montana district.,https://www.mountainproject.com/user/7043682/austin-mallet
23428,845,Mount Rushmore National Memorial,Mount Rushmore,Mount Rushmore National Memorial,23394,"Mount Rushmore original routes span Emancipation and Mount Baldy, two children of the Memorial.",
14627,963,"Narrows, The",Narrows,The Narrows,14616,"Narrows original is the broad Carbondale multiwall site, not only Front Porch.",https://www.mountainproject.com/area/105744427/the-narrows
26331,244,Necedah (Petenwell Rock),Necedah,Necedah (Petenwell Rock),26277,Necedah original routes span Y-Crack Wall and Air Spire; retain broad geographic parent.,https://www.mountainproject.com/climbing-near-me/melrose-wi
24533,247,Price Canyon,Price,Price Canyon,24498,"Original Price routes span several Price Canyon boulders, not one child boulder.",https://utahclimbers.com/A_Bouldering_Guide_To_Utah_Index.pdf
258,2112,Półrzeczki,Wąwóz Półrzeczki,,,Półrzeczki original routes belong within known Wąwóz Półrzeczki gorge.,https://topo.wspinka.org/wawoz-polrzeczki/kanapa
18471,264,Rocky Gorge Reservoir  (T. Howard Duckett Reservoir),Rocky Gorge,Rocky Gorge Reservoir,123,Rocky Gorge originals span Summer and Wishing boulders at the reservoir.,https://www.mountainproject.com/climbing-near-me/viola-de
17026,889,Shaking Rock,Shaking Rock,Shaking Rock,95,"Shaking Rock originals span Front Line, Shaking Rock Block and Brain Area.",https://www.seclimbers.org/project/shaking-rock/
14135,496,Swissco,Swissco,Swissco,14113,Original Swissco routes match the Indian Peaks Swissco source area.,https://www.mountainproject.com/area/105802014/indian-peaks
23320,1163,Sylvan Lake,Sylvan Lake,Sylvan Lake,23228,Sylvan Lake original routes match source Sylvan Lake; preserve original area ID.,
12689,1155,Fire Crags,fire crags,Fire Crags,4034,Both original fire crags routes appear in independent Fire Crags topo.,https://www.dawnalguard.com/tradgirl/california/firecrags.htm
1772,4092,Auburn Cliffs,Auburn Quarry,,13048,"Auburn Cliffs originals Triathlon, Confusion Tactics and Human Oddity belong to Auburn Quarry; keep older seven-route quarry ID under Auburn and Grass Valley.",https://californiaclimbermagazine.com/wp-content/uploads/2014/05/cc8_sprng_master_web.pdf
19010,19009,Duluth Rock Climbs,Duluth Area (Rock and Ice),Duluth Area,,"Duluth Rock Climbs is an activity heading repeating its Duluth geographic parent; preserve Point O’ Rocks, Whopee Wall and Ely’s Peak as sibling physical sectors.",https://www.mountainproject.com/route/119187176/slip-n-slide
8258,8706,Higgyland,Higgyland,,,Both Higgyland branches are Powell River; the source path and GPS map to Sunshine Coast Higgyland while two linked routes in the misplaced branch carry that same source path. Preserve the source-anchored Higgyland ID and move its sibling children.,
6006,6353,Powell River,Powell River,,,Powell River under Squamish has no direct climbs and only the parallel Higgyland subtree; its Bumcrack overlaps the geographically anchored Sunshine Coast Powell River subtree. Preserve the source-anchored Powell River area.,https://www.mountainproject.com/route/106192527/bum-crack
19858,7066,First Pullout (Calico I),First Pullout,First Pullout (Calico I),,"Mountain Project lists Panty Wall, The Hamlet, Civilization Crag, and Classic Rock Wall under First Pullout (Calico I); these are existing children of original First Pullout. Preserve original area ID and move the imported sibling routes.",https://www.mountainproject.com/area/105731953/first-pullout-calico-i
19861,7067,Second Pullout (Calico II),Second Pullout,Second Pullout (Calico II),,"Mountain Project lists Black Corridor, The Gallery, and Sweet Pain Wall under Second Pullout (Calico II); these are existing children of original Second Pullout. Preserve original area ID and move imported sibling routes.",https://www.mountainproject.com/area/105731980/second-pullout-calico-ii
3892,3805,Lac Castor,Lac Castor,,,"State-level Lac Castor has only original Frankenstein, same sport grade as Frankenstein at the source-anchored Lac Castor under Lanaudière and Les Contreforts. Preserve the more specific geographic parent; both original climb IDs require history-aware review.",
21717,4675,Moore's Wall (Routes),Moore's Wall,,,Moore’s Wall (Routes) is an activity heading beneath the same geographic Moore’s Wall. Preserve the original parent ID and transfer imported routes and source path.,https://www.mountainproject.com/area/118318664/moores-wall-routes
21650,4683,"Dump (Boulders), The",The Dump,,,Activity-only boulder slice of The Dump; all climbs remain in the geographic parent.,https://www.mountainproject.com/area/112001458/the-dump
21651,4683,"Dump (Routes), The",The Dump,,,Activity-only roped slice of The Dump; all climbs remain in the geographic parent.,https://www.mountainproject.com/area/112001458/the-dump
26321,4824,Hillbilly Routes,Hillbilly Hollow,,,Activity-only roped child of Hillbilly Hollow; geographic parent already holds boulders.,
15937,4413,Morrison Routes,Morrison,,,Activity-only imported sibling of the original Morrison geographic area; preserve the original area ID and child crags.,
22067,22066,Forty Foot Hole Routes,Forty Foot Hole,,,Activity-only routes child of Forty Foot Hole; merge into the geographic parent.,
25020,25014,Sunshine Wall Routes,Sunshine Wall,,,Activity-only routes child of Sunshine Wall; preserve specific geographic wall parent and its other children.,
22156,4319,Cline Falls Routes,Cline Falls,,,Activity-only routes child of Cline Falls; preserve geographic parent with its original climbs.,
8589,3663,Gotham city,Gotham City,,6249,All source-linked routes in both Gotham City subtrees carry the same Nelson source path and GPS; preserve original Gotham City ID and place it under Nelson.,
10818,8305,Comic Rocks,Comic Rocks,,3611,Original Comic Rocks routes carry Squamish Comic Rocks source paths; imported parallel Comic Rocks has the Roadside Slab child. Preserve original ID and place both under Squamish.,
10940,5969,Porteau Cove,Porteau Cove,,3613,"Both Porteau Cove subtrees have source routes under Vancouver > Porteau Cove; preserve original ID and six child sectors, move it from Squamish to Vancouver.",
11142,6799,Main Face,Main Face,,,Both Main Face subtrees carry identical Nova Scotia source prefix and GPS within 31m; preserve more specific Musquodoboit Watershed placement and transfer imported child sections.,
19121,19117,Carlton Peak,Carlton Peak,,,The two Carlton Peak branches under Temperance River State Park share the same place and source GPS; preserve existing South Face/South Buttress parent and transfer imported routes.,
19120,19116,Temperance River State Park (North Shore),Temperance River SP (North Shore),Temperance River State Park (North Shore),,"The only child of this redundant nested park heading is Carlton Peak, consolidated into the parent Carlton Peak; preserve one geographic park area.",
11403,3851,Rivière Ouareau,Rivière Ouareau,,3867,Both Rivière Ouareau subtrees carry the same source path under Lanaudière and GPS within 150m; preserve original ID and move it under Lanaudière.,
27269,4497,Coal Creek Boulders,Coal creek,Coal Creek Boulders,14616,Source paths for the original Coal Creek child sectors and imported Sanctuary share Carbondale Area > Coal Creek Boulders; preserve original ID with its sectors and move it under Carbondale Area.,https://www.mountainproject.com/area/106215312/coal-creek-boulders
10329,3752,Yamnuska,Yamnuska,,3750,"Source routes place Yamnuska beneath Bow Valley; preserve original mountain and sectors, transfer parallel imported West Col Crag.",https://www.mountainproject.com/area/105893659/bow-valley
10277,6594,Big Choss,Big Choss,,3750,"Big Choss source paths are a sibling of Yamnuska under Bow Valley; preserve original Big Choss and all boulder sectors, transfer Misty Steamer child.",https://www.mountainproject.com/area/105893659/bow-valley
20219,7060,Summit Cliff (The Highlands),summit cliff,Summit Cliff,,The imported Summit Cliff is the same Rumney cliff as the original; retain original ID and combine direct routes.,https://www.mountainproject.com/area/106548478/summit-cliff-the-highlands
10924,9765,Supratidal Zawn (Copper Cove wall),Supratidal Zawn,,,"Same named Copper Cove zawn with original routes on both area IDs; parenthetical identifies context, not a separate feature.",https://www.mountainproject.com/route/111046179/guttersnipe
20553,20552,Northwest NJ,NorthWest,Northwest NJ,,Nested Northwest and Northwest NJ headings denote the same geographic New Jersey region; source child came from an activity-only bouldering branch.,
20575,20574,North Central NJ,North Central,North Central NJ,,Nested North Central and North Central NJ headings denote the same geographic New Jersey region; source child came from an activity-only bouldering branch.,
20585,20584,Northeast NJ,NorthEast,Northeast NJ,,Nested Northeast and Northeast NJ headings denote the same geographic New Jersey region; source child came from an activity-only bouldering branch.,
19350,19349,WM: Blue River Bend,Blue River Bend,,,WM: is a regional prefix repeated immediately beneath Blue River Bend; move its five routes to the geographic parent.,
17183,17191,Ross Park,Ross Park,,17179,"City of Pocatello describes one Ross Park climbing area with Sunny Side and Shady Side; preserve the larger Ross Park branch and place it under Pocatello Area, combining boulder and roped routes.",https://pocatello.gov/ArchiveCenter/ViewFile/Item/4104
9455,7484,Castle Rock,Castle Rock,,7467,"Canary, Angel, and Midway all occur at the same Castle Rock formation in Tumwater Canyon; preserve original Castle Rock ID and all distinct route IDs under the more specific canyon.",https://www.mountainproject.com/area/105790784/castle-rock
10305,8877,Meathooks Area,Meathooks Wall,Meathooks Area,,Mountain Project lists Meathooks Area as a child of Grassi Lakes; existing Meathooks Wall has the same named route and B60 OFO. Preserve original sector ID and source display name.,https://www.mountainproject.com/area/105893722/grassi-lakes
10304,6528,Grassi Lakes (Closed 2022),Grassi Lakes,,,"Closure-tagged Grassi Lakes branch only held Meathooks Area, now consolidated into the original Grassi Lakes child. Preserve one geographic Grassi Lakes area; closure label is stale metadata.",https://www.mountainproject.com/area/105893722/grassi-lakes
19854,7098,The Arêtes (a.k.a. the Road Area),The Aretes,The Arêtes,,The Arêtes (Road Area) is a parenthetical alias for the same Rainbow Canyon crag as original The Aretes; preserve original ID and transfer Leela.,
25777,7471,Icicle Creek,Icicle Canyon,Icicle Creek,,"Mountain Project Icicle Creek contains original Icicle Canyon child crags Lonely Fish, Icicle Buttress, Fireworks Wall, Trundle Dome, and Muscle Beach. Original direct routes span the broad corridor; preserve original ID, not a redundant child.",https://www.mountainproject.com/area/105790237/icicle-creek
11989,11988,Weiner Lake Routes,Wookie Wall/Weiner Lake,,,The source route heading is an activity slice of the same Wookie Wall/Weiner Lake crag; preserve the geographic parent and all 54 routes.,https://coraxuas.com/mile-88-glenn-highway/
9004,6563,Multipitch Routes,Stanley Headwall,,,Route length is not a physical subarea; first-hand Stanley Headwall topo locates the actual Adventure and Gery sectors under the headwall.,https://www.alpinejournals.com/2023/08/01/stanley-headwall-climbing-sport-multipitch-topo/
9003,6563,Stanley Sport,Stanley Headwall,,,"Empty sport activity heading only contains Gery and Adventure physical sectors, which move directly under Stanley Headwall.",https://www.alpinejournals.com/2023/08/01/stanley-headwall-climbing-sport-multipitch-topo/
19680,19679,Bear Trap Road Routes,Bear Trap Road Boulders,Bear Trap Road,,Boulders and Routes are sibling modality slices of the same Bear Trap Road corridor; source GPS footprints overlap. Preserve one geographic road area and both source paths.,
17391,4205,Reynolds Creek Route Climbing,Reynold's Creek,Reynolds Creek,,Roped activity heading repeats the parent Reynolds Creek geographic area; preserve original ID and direct boulder/rope routes together.,
9671,7953,The Sanctuary,The Sanctuary,,,The Sanctuary and Flinders Cave are separate Flinders Peak crags; Lock Stock and the other nested Sanctuary routes belong in the direct Sanctuary area. Preserve all original route IDs.,https://www.pinnaclesports.com.au/summer-crags
26990,9564,Downpour Wall,Downpour,Downpour Wall,,Broken Promises and Crown Prince Abdullah from original Downpour appear in the source Downpour Wall route list; preserve the original area ID and combine imported routes/crosswalk. Slavery route placement is handled separately.,https://www.mountainproject.com/area/classics/105819641/ten-sleep-canyon
17969,9597,Chica Bonita Wall,Chica Bonita,Chica Bonita Wall,,"The Mountain Project Chica Bonita Wall inventory lists the fourteen original Chica Bonita routes and two original routes placed in the generated Wall sibling, including Raindancer; preserve original area ID and combine routes.",https://www.mountainproject.com/area/106064908/chica-bonita-wall
10541,10090,Lower Right Stacks,Lower Right,,,OpenBeta Lower Right Stacks is the same specific Stacks sector as original Lower Stacks > Lower Right; preserve original child ID and source crosswalk. Twelve source-linked originals still at Lower Stacks move in a guarded final pass.,https://www.mountainproject.com/route/120804373/crimps-and-grits
10238,8045,The Lost World,The Lost World,,,Fresh production added a same-name The Lost World sibling under the same North Walls parent. Preserve established area8045 and original climb141201 with all history.,
